Transaction_ID,Order Date,Delivery Date,Product ID,Product Name,Category,Warehouse,Region,Supplier ID,Supplier Name,Forecast Qty,Actual Demand Qty,Inventory On Hand,Reorder Point,Unit Cost,Lead Time Days,TransportationMode,SalesAmount,CustomerSegment,ForecastVersion
T00426,2025-07-25,2025-08-16,P1015,Lamp,Home,Munich WH,Europe,S01,Supplier A,671,821,578,155,202.04,22,Sea,247327.63,Retail,V1
T00427,18/05/2025,26/05/2025,P1006,Desk,Furniture,Munich WH,N. America,S04,Supplier D,690,651,483,319,1271.49,10,Road,1311756.79,Wholesale,V2
T00428,2024-08-28,2024-01-10,P1002,Phone,Electronics,Hamburg WH,North America,S08,Supplier H,837,920,513,377,473.34,27,Sea,719527.18,Wholesale,V2
T00429,2024-05-01,2024-05-19,P1008,Monitor,Electronics,Berlin WH,north america,S01,Supplier A,753,667,637,202,1289.19,14,Road,1497622.36,Retail,V1
T00430,2025-09-10,30/09/2025,P1010,Mouse,electronics,Hamburg WH,NA,S05,Supplier E,496,481,526,410,569.34,19,Sea,416461.78,Retail,V1
T00431,2025-04-10,2025-04-28,P1006,Desk,Furniture,Berlin WH,North America,S08,Supplier H,591,623,981,486,266.95,13,Road,233061.72,Retail,V1
T00432,2024-12-15,2025-01-05,P1006,Desk,Furniture,Berlin WH,North America,S05,Supplier E,635,784,,430,975.82,18,Air,1182627.48,Wholesale,V1
T00433,23/02/2025,2025-03-04,P1002,Phone,Electronics,Berlin WH,Europe,S05,Supplier E,416,432,647,462,480.6,8,Air,326789.39,Wholesale,V1
T00434,2024-12-12,2025-01-11,P1002,Phone,Electronics,Munich WH,North America,S07,Supplier G,624,704,1018,173,1482.29,22,Sea,1479521.08,Wholesale,V3
T00435,2025-08-26,2025-09-03,P1009,Keyboard,Electronics,Berlin WH,north america,S03,Supplier C,598,602,806,405,60.75,2,Sea,53168.33,Wholesale,V3
T00436,2024-06-30,2024-07-09,P1012,Camera,Electronics,Munich WH,north america,S03,Supplier C,,487,802,215,65.81,5,Sea,43958.76,Wholesale,V2
T00437,2025-09-15,2025-10-02,P1015,Lamp,Home,BERLIN WH,Europe,S04,Supplier D,611,668,1099,290,1352.12,14,Air,1066966.79,Retail,V2
T00438,2025-09-08,2025-10-10,P1012,Camera,Electronics,Munich WH,N. America,S05,Supplier E,794,688,,430,912.36,29,Air,1053723.12,Retail,V3
T00439,2024-10-24,2024-11-07,P1011,Router,Electronics,Berlin Warehouse,north america,S06,,,487,811,494,523.77,6,Road,377253.65,Wholesale,V3
T00440,2024-04-28,2024-05-22,P1013,Sofa,electronics,Munich WH,Europe,S06,Supplier F,529,521,404,437,1147.61,17,Road,1006605.62,Wholesale,V2
T00441,14/01/2024,2024-01-28,P1009,Keyboard,Electronics,Berlin WH,North America,S02,Supplier B,255,283,564,162,308.04,14,Air,99410.66,Wholesale,V1
T00442,20/10/2024,2024-11-15,P1011,Router,Electronics,BERLIN WH,N. America,S05,Supplier E,412,348,483,224,845.41,28,Road,395141.83,Retail,V2
T00443,2025-08-04,2025-01-05,P1002,Phone,electronics,Berlin Warehouse,north america,S04,Supplier D,362,371,759,481,946.83,19,Road,506617.27,Wholesale,V3
T00444,2025-11-11,2025-04-12,P1001,Laptop,Electronics,BERLIN WH,north america,S07,Supplier G,960,935,924,348,938.58,15,Air,1088995.68,Retail,V3
T00445,2024-09-14,2024-10-14,P1004,Headphones,Electronics,BERLIN WH,north america,S08,Supplier H,,644,673,265,823.68,22,Road,668061.79,Retail,V3
T00446,17/07/2024,2024-08-08,P1005,Printer,Electronics,Berlin Warehouse,N. America,S08,Supplier H,609,531,1142,240,213.37,23,Road,187324.46,Retail,V2
T00447,2024-02-11,2024-02-21,P1007,Chair,Furniture,Berlin Warehouse,north america,S05,Supplier E,484,532,614,434,1318.09,10,Sea,1234735.67,Retail,V2
T00448,2025-04-22,2025-05-01,P1012,Camera,Electrnics,Munich WH,North America,S03,Supplier C,578,485,,170,735.44,6,Road,607969.41,Wholesale,V2
T00449,2025-09-08,2025-09-08,P1009,Keyboard,Electronics,Munich WH,N. America,S06,Supplier F,445,487,1015,187,320.77,27,Air,255139.5,Retail,V3
T00450,2024-12-06,26/06/2024,P1007,Chair,Furniture,Berlin Warehouse,NA,S07,Supplier G,526,528,95,197,874.37,13,Sea,787560.2,Wholesale,V2
T00451,2024-08-11,2024-09-16,P1013,Sofa,electronics,Berlin WH,North America,S08,Supplier H,783,693,771,437,1151.5,28,Road,1198157.51,Wholesale,V2
T00452,2024-09-03,2024-09-29,P1015,Lamp,Home,Hamburg WH,North America,S04,Supplier D,970,839,648,170,112.44,23,Sea,162111.37,Wholesale,V3
T00453,2024-10-16,2024-11-18,P1001,Laptop,Electronics,Hamburg WH,Europe,S06,Supplier F,599,571,-35,413,1391.05,27,Air,884347.1,Wholesale,V3
T00454,2024-07-16,2024-07-29,P1006,Desk,Furniture,Munich WH,North America,S02,Supplier B,799,734,639,199,1044.95,7,Road,915870.22,Retail,V1
T00455,2025-11-17,2025-01-12,P1011,Router,Electronics,Berlin Warehouse,north america,S04,Supplier D,25000,783,355,500,432.56,15,Road,422519.15,Wholesale,V3
T00456,2024-03-14,2024-02-04,P1012,Camera,Electronics,Berlin WH,North America,S03,Supplier C,350,435,914,162,1112.05,16,Air,814573.32,Retail,V1
T00457,2024-09-14,2024-10-13,P1009,Keyboard,Electronics,BERLIN WH,Europe,S02,Supplier B,-686,623,807,444,1158.01,28,Sea,1126152.59,Wholesale,V3
T00458,18/02/2025,2025-12-03,P1007,Chair,Furniture,Berlin WH,north america,S06,Supplier F,595,570,-20,158,151.13,14,Air,124162.89,Retail,V3
T00459,2025-08-22,2025-09-08,P1001,Laptop,Electronics,BERLIN WH,NA,S02, Supplier A ,654,680,,333,117.69,18,Road,107573.2,Retail,V2
T00460,24/03/2025,2025-03-31,P1007,Chair,Furniture,Berlin Warehouse,north america,S07,Supplier G,603,512,-20,488,127.03,2,Air,115027.35,Retail,V3
T00461,2025-02-04,2025-02-12,P1013,Sofa,Furniture,BERLIN WH,North America,S05,Supplier E,225,272,753,474,760.92,6,Road,342776.02,Retail,V1
T00462,2024-12-02,2024-03-01,P1001,Laptop,Electronics,BERLIN WH,N. America,S07, Supplier A ,,478,720,425,616.25,19,Road,384912.34,Wholesale,V1
T00463,2025-02-26,2025-03-06,P1015,Lamp,Home,Munich WH,NA,S03,Supplier C,456,407,465,232,1395.26,7,Air,785690.1,Retail,V1
T00464,2025-11-18,2025-12-12,P1013,Sofa,Furniture,Munich WH,North America,S01,Supplier A,857,866,858,431,354.52,16,Sea,475360.47,Retail,V2
T00465,2024-04-10,2024-04-23,P1004,Headphones,Electronics,Berlin Warehouse,North America,S08,Supplier H,478,507,769,319,978.77,13,Sea,588558.43,Retail,V1
T00466,2024-11-21,2024-12-20,P1008,Monitor,Electronics,BERLIN WH,north america,S08,Supplier H,881,900,950,318,887.08,21,Air,1227376.16,Wholesale,V2
T00467,2025-03-14,24/03/2025,P1003,Tablet,Electronics,Hamburg WH,NA,S01,Supplier A,,525,577,310,1076.65,9,Sea,947216.79,Retail,V3
T00468,2024-12-05,24/12/2024,P1015,Lamp,Home,BERLIN WH,Europe,S08,Supplier H,935,928,1042,386,231.46,16,Road,352852.64,Retail,V1
T00469,23/10/2025,2025-11-21,P1010,Mouse,Electronics,Munich WH,N. America,S02,Supplier B,453,496,257,293,218.07,29,Sea,166645.26,Retail,V3
T00470,18/03/2024,2024-07-04,P1015,Lamp,Home,Munich WH,north america,S01,Supplier A,386,424,703,409,1066.33,22,Sea,517176.75,Retail,V1
T00471,18/07/2025,2025-08-13,P1005,Printer,Electronics,BERLIN WH,Europe,S08,Supplier H,554,599,483,484,170.8,26,Air,138338.79,Wholesale,V1
T00472,2025-04-20,2025-09-05,P1009,Keyboard,Electronics,Berlin WH,N. America,S02,Supplier B,-543,587,577,353,1187.62,13,Road,1202073.65,Retail,V3
T00473,2024-05-23,19/06/2024,P1008,Monitor,Electronics,Berlin Warehouse,Europe,S03,Supplier C,572,602,665,241,1446.84,20,Sea,1012537.13,Retail,V1
T00474,2025-05-14,28/05/2025,P1004,Headphones,Electronics,Berlin WH,N. America,S02,Supplier B,469,492,1195,285,956.41,13,Road,749450.89,Wholesale,V2
T00475,2025-04-25,2025-05-06,P1015,Lamp,Home,BERLIN WH,North America,S08,Supplier H,729,615,1009,173,1146.34,3,Road,1244704.74,Wholesale,V3
T00476,26/09/2024,2024-10-22,P1010,Mouse,Electronics,BERLIN WH,north america,S03,Supplier C,482,573,964,342,1177.1,22,Road,1046051.4,Retail,V3
T00477,2024-09-14,2024-01-10,P1007,Chair,Electronic,BERLIN WH,Europe,S04,Supplier D,807,683,587,414,760.59,14,Sea,728788.06,Retail,V3
T00478,22/05/2024,2024-01-06,P1008,Monitor,Electronics,BERLIN WH,N. America,S03,Supplier C,309,327,647,267,567.32,4,Air,210863.8,Retail,V1
T00479,2025-01-05,18/01/2025,P1010,Mouse,Electronics,BERLIN WH,North America,S02,Supplier B,502,445,1063,488,1278.52,9,Sea,710264.08,Wholesale,V2
T00480,2024-03-08,2024-09-04,P1010,Mouse,Electronics,Berlin WH,N. America,S03,Supplier C,754,655,1225,481,339.3,28,Air,349912.41,Retail,V3
T00481,2025-08-29,2025-09-14,P1003,Tablet,Electronics,Munich WH,N. America,S03,Supplier C,,513,904,472,984.43,18,Air,816614.56,Retail,V2
T00482,2024-03-07,2024-07-31,P1009,Keyboard,Electronics,Berlin WH,NA,S07, Supplier A ,602,629,357,456,1075.55,20,Air,838514.36,Retail,V2
T00483,2025-09-13,2025-09-26,P1008,Monitor,Electronics,Munich WH,N. America,S08,Supplier H,625,660,850,237,105.98,9,Road,82401.43,Retail,V3
T00484,2025-11-06,2025-12-09,P1009,Keyboard,Electronics,BERLIN WH,Europe,S05,Supplier E,782,690,729,235,41.75,25,Road,39332.78,Retail,V1
T00485,2025-01-22,2025-01-25,P1007,Chair,Furniture,Munich WH,north america,S03,Supplier C,470,472,451,205,618.35,2,Road,429519.4,Wholesale,V1
T00486,2025-12-09,19/10/2025,P1002,Phone,Electronics,Munich WH,North America,S03,Supplier C,680,690,703,393,1445.98,30,Road,1459995.29,Retail,V1
T00487,2025-05-08,2025-05-25,P1011,Router,Electronics,Hamburg WH,north america,S03,Supplier C,397,358,978,458,1163.92,19,Sea,610402.47,Wholesale,V1
T00488,2025-12-15,2026-01-16,P1009,Keyboard,Electronic,Hamburg WH,NA,S07,,789,871,748,267,45.98,27,Road,52276.05,Retail,V2
T00489,2024-05-17,2024-06-14,P1005,Printer,Electronics,BERLIN WH,north america,S08,Supplier H,480,512,1087,269,570.17,29,Road,321396.36,Wholesale,V2
T00490,2024-07-12,29/07/2024,P1001,Laptop,Electronics,Munich WH,North America,S01,Supplier A,735,618,362,445,1273.65,18,Sea,878827.65,Retail,V3
T00491,2024-11-19,29/11/2024,P1007,Chair,Furniture,Munich WH,NA,S06,Supplier F,1023,920,760,204,697.83,6,Sea,885068.54,Wholesale,V3
T00492,2025-01-09,24/01/2025,P1010,Mouse,Electronics,Hamburg WH,north america,S05,Supplier E,402,452,655,498,384.97,14,Road,250369.85,Wholesale,V1
T00493,14/01/2025,2025-01-02,P1009,Keyboard,Electronics,BERLIN WH,Europe,S08,Supplier H,393,478,1115,279,1437.53,11,Road,1209301.35,Retail,V3
T00494,2024-05-01,2024-05-28,P1012,Camera,Electronics,Berlin WH,N. America,S04,Supplier D,468,564,712,378,561.21,27,Road,398111.44,Wholesale,V2
T00495,2025-07-17,2025-08-08,P1010,Mouse,Electronics,Berlin WH,North America,S01,Supplier A,476,454,620,232,1176.36,14,Air,803669.43,Wholesale,V3
T00496,21/03/2025,2025-04-02,P1002,Phone,Electronics,Berlin WH,north america,S02,Supplier B,568,539,607,284,594.49,9,Air,503681.27,Wholesale,V2
T00497,2025-09-20,23/09/2025,P1011,Router,Electronics,Hamburg WH,Europe,S05,Supplier E,702,602,385,455,449.95,3,Air,387070.86,Retail,V3
T00498,2025-06-14,18/07/2025,P1005,Printer,Electronics,Munich WH,north america,S04,,444,539,854,167,238.01,27,Road,141820.31,Retail,V3
T00499,22/06/2024,2024-09-07,P1011,Router,Electronics,Berlin WH,N. America,S01,Supplier A,,399,1222,334,1437.74,9,Air,843714.66,Wholesale,V2
T00500,2024-12-27,17/01/2025,P1011,Router,Electronics,Munich WH,North America,S07,Supplier G,964,900,293,357,132.83,20,Road,154489.71,Retail,V1
T00501,2025-07-16,15/08/2025,P1005,Printer,Electronics,Berlin Warehouse,north america,S06,Supplier F,486,478,1043,327,660.57,28,Air,357030.77,Wholesale,V2
T00502,2025-08-11,2025-09-01,P1001,Laptop,Electronics,Berlin WH,north america,S05,Supplier E,596,675,391,239,93.97,15,Air,107231.47,Wholesale,V2
T00503,29/04/2024,2024-06-03,P1013,Sofa,Electronic,BERLIN WH,Europe,S05,Supplier E,530,448,847,425,311.45,28,Sea,246409.39,Wholesale,V1
T00504,2024-12-13,2025-01-05,P1013,Sofa,Furniture,Berlin WH,Europe,S08,Supplier H,817,905,782,498,666.75,16,Air,914461.53,Wholesale,V1
T00505,2025-01-26,20/02/2025,P1011,Router,Electronics,BERLIN WH,Europe,S04, Supplier A ,622,522,534,496,301.36,24,Sea,260319.06,Retail,V3
T00506,26/09/2024,18/10/2024,P1004,Headphones,Electronic,BERLIN WH,North America,S05,Supplier E,837,703,843,197,1140.82,14,Road,972958.05,Retail,V2
T00507,2024-11-17,27/11/2024,P1006,Desk,Furniture,Berlin Warehouse,Europe,S04, Supplier A ,1003,1116,652,443,968.11,10,Road,1692593.47,Retail,V1
T00508,2024-09-04,14/09/2024,P1014,Shelf,Furniture,Berlin Warehouse,north america,S05,Supplier E,805,727,399,255,758.37,9,Sea,611139.5,Retail,V1
T00509,2024-05-02,30/05/2024,P1015,Lamp,Home,Munich WH,North America,S02,Supplier B,324,349,851,496,1275.1,23,Road,716556.28,Retail,V2
T00510,2025-01-15,21/02/2025,P1010,Mouse,Electronics,BERLIN WH,Europe,S06,Supplier F,390,481,,402,731.72,30,Air,550357,Wholesale,V2
T00511,2024-08-15,2024-06-09,P1013,Sofa,Furniture,Hamburg WH,north america,S03,Supplier C,629,656,538,177,1380.91,18,Air,1626301.44,Wholesale,V2
T00512,2025-12-03,14/12/2025,P1013,Sofa,Furniture,Hamburg WH,NA,S03,Supplier C,50000,738,299,384,1379.27,5,Road,1797257.38,Retail,V1
T00513,2025-11-21,2025-11-29,P1004,Headphones,Electronics,BERLIN WH,north america,S07,Supplier G,,676,951,447,391.48,5,Sea,395598.3,Retail,V3
T00514,26/09/2024,2024-10-20,P1004,Headphones,Electronics,BERLIN WH,N. America,S05,Supplier E,-775,865,388,391,303.56,21,Sea,457614.81,Wholesale,V1
T00515,2025-03-05,2025-04-07,P1012,Camera,Electronics,BERLIN WH,Europe,S06,Supplier F,445,501,461,336,77.62,29,Air,43756.86,Retail,V3
T00516,2025-12-03,2025-12-31,P1004,Headphones,Electronics,Munich WH,Europe,S02,Supplier B,844,925,652,288,1426.68,27,Sea,1988935.21,Retail,V1
T00517,2024-06-02,22/06/2024,P1008,Monitor,Electronics,Berlin Warehouse,north america,S01,Supplier A,741,737,308,240,1142.99,15,Road,1093201.04,Wholesale,V2
T00518,2024-03-11,2024-11-08,P1005,Printer,Electronics,Berlin WH,N. America,S01,Supplier A,1170,993,627,353,1340.99,5,Sea,1855740.14,Wholesale,V3
T00519,2024-04-08,2024-04-24,P1008,Monitor,Electronics,Munich WH,north america,S06,Supplier F,483,484,1077,283,322.93,13,Sea,236602.72,Wholesale,V1
T00520,25/02/2025,19/03/2025,P1002,Phone,Electronics,Munich WH,north america,S06,Supplier F,494,433,443,497,326.47,21,Road,162538.99,Retail,V2
T00521,2024-12-29,2025-01-27,P1006,Desk,electronics,Hamburg WH,north america,S08,Supplier H,659,587,749,378,1257.02,30,Sea,983237.64,Wholesale,V3
T00522,2024-05-28,2024-06-27,P1014,Shelf,Furniture,Hamburg WH,north america,S03,Supplier C,662,624,,477,244.36,27,Road,261217.35,Wholesale,V1
T00523,2024-03-22,2024-04-06,P1003,Tablet,Electronics,BERLIN WH,NA,S06,Supplier F,277,286,779,266,75.61,12,Road,25722.44,Wholesale,V2
T00524,2025-03-31,2025-04-23,P1013,Sofa,Furniture,Hamburg WH,N. America,S06,Supplier F,478,582,60,450,1460.16,18,Air,1069309.42,Retail,V1
T00525,2024-08-28,2024-05-09,P1011,Router,Electronics,Hamburg WH,North America,S05,Supplier E,507,569,428,190,22.18,8,Air,20325.71,Retail,V2
T00526,2025-07-15,2025-08-01,P1001,Laptop,Electronics,Berlin WH,NA,S01,Supplier A,736,646,905,353,645.49,18,Road,547107.87,Retail,V1
T00527,2025-11-01,2025-11-11,P1015,Lamp,Home,BERLIN WH,Europe,S07,Supplier G,1175,1043,454,308,288.79,9,Road,409540.04,Retail,V1
T00528,23/06/2025,2025-04-07,P1014,Shelf,Furniture,BERLIN WH,NA,S03,Supplier C,718,675,269,164,136.11,3,Sea,136079.35,Wholesale,V3
T00529,2024-10-05,2024-11-04,P1009,Keyboard,Electronics,Berlin Warehouse,north america,S08,Supplier H,444,400,830,219,883.98,24,Road,624639.8,Wholesale,V3
T00530,2025-10-13,2025-11-12,P1015,Lamp,Home,Munich WH,NA,S07,Supplier G,335,309,898,418,1143.33,22,Sea,413970.3,Wholesale,V3
T00531,2024-08-20,2024-09-03,P1013,Sofa,Furniture,Hamburg WH,NA,S02,Supplier B,889,939,1477,376,1400.73,11,Air,2208698.94,Wholesale,V1
T00532,2024-01-01,2024-01-17,P1009,Keyboard,Electronics,Munich WH,North America,S03,Supplier C,,629,948,326,1383.07,11,Road,1379930.94,Wholesale,V2
T00533,2024-11-02,2024-11-24,P1001,Laptop,Electronics,Berlin WH,north america,S07,Supplier G,890,979,805,299,1214.46,21,Sea,1470344.76,Retail,V2
T00534,2025-07-28,2025-12-08,P1007,Chair,Furniture,Hamburg WH,Europe,S07,Supplier G,409,344,394,277,1287.68,7,Air,704672.2,Wholesale,V1
T00535,2025-03-08,2025-04-10,P1011,Router,Electronics,BERLIN WH,NA,S04,Supplier D,653,554,1118,414,754.46,26,Road,571099.64,Wholesale,V2
T00536,2024-11-07,19/07/2024,P1014,Shelf,Furniture,Berlin WH,Europe,S02,Supplier B,605,554,,243,588.85,6,Road,364598.26,Wholesale,V2
T00537,2025-12-18,28/12/2025,P1010,Mouse,Electronics,Berlin Warehouse,North America,S08,Supplier H,,717,610,246,1229.35,12,Road,1306741.73,Retail,V1
T00538,14/04/2024,2024-05-13,P1005,Printer,Electronics,Berlin WH,N. America,S05,Supplier E,822,718,709,214,285.3,24,Air,340043.86,Retail,V1
T00539,2025-05-20,2025-06-05,P1004,Headphones,Electronics,BERLIN WH,Europe,S06,Supplier F,205,241,974,365,1300.64,11,Road,379308.23,Retail,V2
T00540,2024-03-23,2024-04-06,P1014,Shelf,Furniture,Berlin WH,north america,S03,Supplier C,419,365,446,178,1015.6,10,Sea,614490.91,Retail,V1
T00541,2024-09-13,19/09/2024,P1014,Shelf,Furniture,Hamburg WH,Europe,S07,Supplier G,804,782,358,156,1252.59,5,Air,1698752.61,Retail,V1
T00542,16/04/2025,2025-10-05,P1012,Camera,Electrnics,Hamburg WH,Europe,S02,Supplier B,464,508,540,416,474.03,23,Road,324384.44,Wholesale,V2
T00543,2024-06-11,28/06/2024,P1011,Router,Electronics,BERLIN WH,Europe,S01,Supplier A,346,317,978,431,618.7,18,Road,225124.87,Wholesale,V1
T00544,2025-01-04,2025-11-01,P1015,Lamp,Home,Berlin Warehouse,Europe,S01,Supplier A,403,415,932,491,1034.46,8,Sea,572137.6,Retail,V1
T00545,2024-09-10,2024-06-11,P1010,Mouse,Electronics,Berlin WH,North America,S02,Supplier B,,481,562,352,969.77,27,Road,732357.73,Wholesale,V3
T00546,2025-09-02,2025-09-11,P1003,Tablet,Electronics,Hamburg WH,North America,S06,Supplier F,538,557,830,195,1131.39,9,Road,737921.17,Wholesale,V3
T00547,2024-03-02,2024-03-14,P1001,Laptop,Electronics,Berlin WH,N. America,S06,Supplier F,373,384,460,480,1470.95,6,Sea,648019.2,Retail,V2
T00548,2025-07-25,2025-08-20,P1013,Sofa,Furniture,Berlin WH,Europe,S06,Supplier F,404,340,719,374,187.69,25,Sea,88225.01,Retail,V2
T00549,2024-10-02,2024-02-27,P1008,Monitor,Electronics,Hamburg WH,N. America,S08,Supplier H,587,606,958,436,532.86,11,Road,445080.46,Retail,V3
T00550,2024-12-22,2025-01-27,P1006,Desk,Furniture,Munich WH,N. America,S08,Supplier H,794,800,534,290,417.43,29,Air,434535.67,Retail,V2
T00551,2024-10-29,16/11/2024,P1014,Shelf,Furniture,Berlin WH,north america,S05, Supplier A ,25000,524,717,427,133.93,13,Sea,80910.34,Retail,V1
T00552,26/09/2025,2025-08-10,P1014,Shelf,Furniture,Berlin WH,north america,S06,Supplier F,576,689,746,467,906.59,9,Sea,959793.96,Retail,V3
T00553,30/11/2025,14/12/2025,P1008,Monitor,Electronics,Hamburg WH,NA,S03,Supplier C,599,744,907,463,1448.22,11,Air,1374455.06,Retail,V3
T00554,2025-05-11,2025-10-11,P1002,Phone,Electronics,Berlin Warehouse,North America,S01,Supplier A,1087,1042,953,216,483.1,7,Sea,649256.26,Retail,V1
T00555,2024-02-02,2024-02-25,P1010,Mouse,Electronics,Munich WH,north america,S07,Supplier G,,622,767,486,176.74,17,Sea,132839.97,Retail,V2
T00556,14/08/2024,2024-08-30,P1010,Mouse,Electronics,Hamburg WH,North America,S02,Supplier B,697,674,769,156,1057.69,8,Sea,1123559.54,Retail,V2
T00557,2025-07-25,19/08/2025,P1012,Camera,Electronics,Munich WH,NA,S07,Supplier G,487,472,689,338,394.59,27,Road,263571.92,Retail,V3
T00558,2024-03-13,27/03/2024,P1014,Shelf,Furniture,Berlin WH,North America,S05,Supplier E,,486,824,189,299.04,8,Road,228278.48,Retail,V3
T00559,2025-01-29,22/02/2025,P1004,Headphones,Electronics,Munich WH,N. America,S04,,416,497,,419,1127.61,23,Road,975237.73,Wholesale,V3
T00560,2024-04-18,2024-05-12,P1013,Sofa,Furniture,Hamburg WH,North America,S06,Supplier F,298,307,590,495,1090.7,16,Air,370451.61,Retail,V3
T00561,2025-02-15,2025-02-28,P1009,Keyboard,Electronics,Munich WH,Europe,S06,Supplier F,50000,709,1045,486,378.19,7,Sea,428975,Wholesale,V3
T00562,2024-11-28,2025-01-01,P1014,Shelf,Furniture,Hamburg WH,NA,S06,Supplier F,759,943,841,361,387.6,26,Road,456914.4,Retail,V3
T00563,2025-07-12,2025-08-08,P1004,Headphones,Electronics,BERLIN WH,Europe,S07,Supplier G,321,390,492,431,699.23,25,Sea,439841.01,Wholesale,V1
T00564,2024-02-05,2024-02-13,P1005,Printer,Electronics,Berlin WH,NA,S01,Supplier A,576,693,949,415,1428.21,6,Air,1669652.31,Retail,V2
T00565,23/01/2024,2024-02-16,P1013,Sofa,Furniture,Munich WH,north america,S05,Supplier E,655,559,818,433,825.5,18,Air,572294.68,Retail,V1
T00566,2025-04-16,29/04/2025,P1006,Desk,Furniture,Munich WH,N. America,S03,Supplier C,733,670,870,220,791.74,10,Air,608932.89,Wholesale,V2
T00567,2024-04-04,2024-11-04,P1010,Mouse,Electronics,BERLIN WH,Europe,S07,Supplier G,-600,581,647,441,816.73,8,Air,611275.63,Wholesale,V3
T00568,2025-12-20,2026-01-13,P1010,Mouse,Electronics,Berlin WH,north america,S02,Supplier B,1063,997,632,454,1185.33,22,Sea,1675804.94,Retail,V1
T00569,2024-08-12,2025-01-05,P1006,Desk,Furniture,Berlin Warehouse,north america,S07,Supplier G,,739,873,363,652.85,29,Air,680157.93,Wholesale,V1
T00570,2024-11-08,2024-04-12,P1009,Keyboard,Electronics,Berlin Warehouse,NA,S01,Supplier A,795,964,746,313,1240.62,19,Road,1560327.93,Retail,V1
T00571,21/02/2024,25/03/2024,P1011,Router,Electronics,Munich WH,north america,S07,Supplier G,416,453,688,378,763.89,26,Air,394253.89,Retail,V2
T00572,2024-10-23,2024-11-01,P1013,Sofa,Furniture,Berlin WH,Europe,S07,Supplier G,501,595,695,225,1151.37,6,Road,950027.62,Retail,V3
T00573,2025-02-12,2025-06-03,P1005,Printer,Electronics,Berlin Warehouse,N. America,S02,Supplier B,301,349,903,354,257.48,18,Sea,103280.68,Retail,V2
T00574,2025-08-02,2025-03-07,P1011,Router,Electronics,Berlin Warehouse,N. America,S04,Supplier D,,565,440,437,1224.91,21,Air,1093196.19,Wholesale,V2
T00575,27/11/2024,24/12/2024,P1011,Router,Electronics,Hamburg WH,NA,S02,Supplier B,794,860,546,207,389.94,23,Sea,489777.67,Retail,V2
T00576,2024-12-18,2024-12-28,P1010,Mouse,Electronics,Munich WH,Europe,S01,,604,642,833,306,1246.26,7,Road,1322167.46,Retail,V2
T00577,2024-02-15,2024-12-03,P1015,Lamp,Home,Berlin Warehouse,North America,S04,Supplier D,667,565,636,252,503.58,23,Air,383564.33,Retail,V1
T00578,2025-09-27,2025-10-02,P1015,Lamp,Home,Berlin WH,NA,S03,Supplier C,902,784,702,297,171.8,2,Sea,185188.48,Wholesale,V1
T00579,2024-12-05,2024-12-30,P1004,Headphones,Electronics,BERLIN WH,north america,S04,Supplier D,808,921,1446,254,1291.05,19,Sea,1871407.6,Retail,V3
T00580,2025-12-16,2026-01-13,P1011,Router,Electronics,Munich WH,North America,S01,Supplier A,1011,920,741,342,670.03,20,Sea,941520.87,Retail,V1
T00581,17/10/2024,2024-11-10,P1004,Headphones,Electrnics,Berlin WH,North America,S05, Supplier A ,484,556,468,177,1047.05,16,Sea,733939.75,Wholesale,V3
T00582,2025-11-06,2025-11-25,P1006,Desk,Furniture,Hamburg WH,N. America,S02,Supplier B,789,913,1136,159,143.66,11,Sea,146034.03,Retail,V2
T00583,2025-05-11,2025-05-25,P1014,Shelf,Furniture,Hamburg WH,north america,S02,Supplier B,348,414,385,245,349.09,8,Road,211503.61,Retail,V1
T00584,2024-09-10,2024-10-01,P1015,Lamp,Home,Berlin Warehouse,North America,S05,Supplier E,435,529,849,320,598.73,17,Sea,400326.15,Wholesale,V2
T00585,2025-10-02,2025-10-10,P1005,Printer,Electronics,BERLIN WH,Europe,S04,Supplier D,601,622,1222,406,654.84,10,Air,602262.92,Wholesale,V1
T00586,2024-06-04,2024-09-06,P1006,Desk,Furniture,Hamburg WH,north america,S07,Supplier G,547,630,963,486,760.17,6,Road,664900.57,Retail,V2
T00587,2024-03-09,2024-09-21,P1010,Mouse,Electronics,BERLIN WH,Europe,S03,Supplier C,748,739,931,368,190.78,11,Road,214855.76,Retail,V1
T00588,2025-10-30,2025-11-16,P1003,Tablet,Electrnics,Berlin Warehouse,Europe,S04,Supplier D,393,459,502,220,1044.27,11,Air,596454.45,Retail,V2
T00589,2024-03-10,2024-03-22,P1009,Keyboard,Electronics,Berlin WH,NA,S02,Supplier B,531,603,641,244,771.55,999,Sea,648313.84,Wholesale,V2
T00590,29/03/2025,2025-04-25,P1012,Camera,Electronics,Berlin WH,N. America,S05,Supplier E,505,494,508,227,950.07,26,Air,742507.08,Retail,V3
T00591,2025-09-23,2025-10-03,P1005,Printer,Electronics,Berlin WH,NA,S04, Supplier A ,831,733,1139,455,1235.65,9,Air,1530983.52,Wholesale,V1
T00592,2025-05-29,2025-06-11,P1014,Shelf,Furniture,Hamburg WH,Europe,S08,Supplier H,278,249,653,482,687.92,13,Sea,210416.82,Retail,V1
T00593,2024-07-16,2024-08-09,P1004,Headphones,Electronics,BERLIN WH,Europe,S01,Supplier A,384,403,684,359,1209.24,26,Air,843675.2,Retail,V1
